Local Context,Question,Answer,Perturbation?,Perturbation Target,Perturbation Category,Perturbation Effect
"Alice: did you see the pineapples
Bob: the pineapples are in the crawlspace
Alice: how about the corn
Bob: the corn is in the sunroom or the front_yard
Alice: what about the pumpkins
Bob: I put the pumpkins in the bathroom and travelled to the front_yard
Alice: are some of them in the bathroom
Bob: yes, some of them are there
Alice: did Alexander leave the pineapples there
Bob: he left the pumpkins there
Alice: where was he
Bob: he said he travelled to the bathroom
Alice: where are the eggplants
Bob: Alexander and Jack put them in the bathroom
Alice: where did Lucas go
Bob: he travelled to the bathroom and the sunroom
Alice: did you leave the pineapples in the sunroom
Bob: I left the asparagus there
Alice: did you see the grapefruits
Bob: they are in the front_yard or the sunroom","does the woman know who put the pumpkins 
in the bathroom?",Yes,TRUE,Question,Variable Substitution,Invarianat
"Alice: did you see the pineapples
Bob: the pineapples are in the crawlspace
Alice: how about the corn
Bob: the corn is in the sunroom or the front_yard
Alice: what about the pumpkins
Bob: I put the pumpkins in the bathroom and travelled to the front_yard
Alice: are some of them in the bathroom
Bob: yes, some of them are there
Alice: did Alexander leave the pineapples there
Bob: he left the pumpkins there
Alice: where was he
Bob: he said he travelled to the bathroom
Alice: where are the eggplants
Bob: Alexander or Jack put them in the bathroom
Alice: where did Lucas go
Bob: he travelled to the bathroom and the sunroom
Alice: did you leave the pineapples in the sunroom
Bob: I left the asparagus there
Alice: did you see the grapefruits
Bob: they are in the front_yard or the sunroom","does the woman know who put the eggplants 
in the bathroom?",No,TRUE,Context,"Logical Connective
Change",Flip
"Alice: are some of the strawberries in the bedroom
Bob: three are there
Alice: were you there
Bob: I was not there
Alice: then where
Bob: I journeyed to the office and the front_yard
Alice: was Jack there
Bob: he journeyed to the bedroom
Alice: did he leave the plums in the bedroom
Bob: he left them in the bedroom or the front_yard
Alice: did he put the limes in the bedroom
Bob: yes
Alice: where can I find the sweet potatoes
Bob: they are in the office or the staircase
Alice: where did you see Aiden
Bob: I know he didn't went to the staircase
Alice: where was he
Bob: he said he went to the office
Alice: where can I find the carrots
Bob: I don't know",did Jack put the limes in the bedroom ?,Yes,FALSE,None,-,-
"Alice: are some of the strawberries in the bedroom
Bob: three are there
Alice: were you there
Bob: I was not there
Alice: then where
Bob: I journeyed to the office and the front_yard
Alice: was Aiden there
Bob: he journeyed to the bedroom
Alice: did he leave the plums in the bedroom
Bob: he left them in the bedroom or the front_yard
Alice: did he put the limes in the bedroom
Bob: yes
Alice: where can I find the sweet potatoes
Bob: they are in the office or the staircase
Alice: where did you see Jack
Bob: I know he didn't went to the staircase
Alice: where was he
Bob: he said he went to the office
Alice: where can I find the carrots
Bob: I don't know",did Jack put the limes in the bedroom ?,No,TRUE,Context,Variable Swap,Flip
"Alice: are some of the limes in the bedroom
Bob: three are there
Alice: were you there
Bob: I was not there
Alice: then where
Bob: I journeyed to the office and the front_yard
Alice: was Jack there
Bob: he journeyed to the bedroom
Alice: did he leave the plums in the bedroom
Bob: he left them in the bedroom or the front_yard
Alice: did he put the strawberries in the bedroom
Bob: yes
Alice: where can I find the sweet potatoes
Bob: they are in the office or the staircase
Alice: where did you see Aiden
Bob: I know he didn't went to the staircase
Alice: where was he
Bob: he said he went to the office
Alice: where can I find the carrots
Bob: I don't know",did Jack put the limes in the bedroom ?,No,TRUE,Context,Variable Swap,Flip
"Alice: are some of the strawberries in the bedroom
Bob: three are there
Alice: were you there
Bob: I was not there
Alice: then where
Bob: I journeyed to the office and the front_yard
Alice: was Jack there
Bob: he journeyed to the bedroom
Alice: did he leave the plums in the bedroom
Bob: he left them in the bedroom and the front_yard
Alice: did he put the limes in the bedroom
Bob: yes
Alice: where can I find the sweet potatoes
Bob: they are in the office or the staircase
Alice: where did you see Aiden
Bob: I know he didn't went to the staircase
Alice: where was he
Bob: he said he went to the office
Alice: where can I find the carrots
Bob: I don't know",did Jack put the limes in the bedroom ?,Yes,TRUE,Context,"Logical Connective
Change",Invarianat
"Alice: are some of the strawberries in the bedroom
Bob: three are there
Alice: were you there
Bob: I was not there
Alice: then where
Bob: I journeyed to the office and the front_yard
Alice: was Jack there
Bob: he journeyed to the bedroom
Alice: did he leave the plums in the bedroom
Bob: he left them in the bedroom or the front_yard
Alice: did he put the limes in the bedroom
Bob: No
Alice: where can I find the sweet potatoes
Bob: they are in the office or the staircase
Alice: where did you see Aiden
Bob: I know he didn't went to the staircase
Alice: where was he
Bob: he said he went to the office
Alice: where can I find the carrots
Bob: I don't know",did Jack put the limes in the bedroom ?,No,TRUE,Context,Negation,Flip
"Alice: did Logan place the pears in the garden
Bob: he said he was in the cellar
Alice: did you place the pears there
Bob: no
Alice: where did you go
Bob: I went to the kitchen and the crawlspace
Alice: did Ethan place the lettuces there
Bob: he placed them in the cellar if not the crawlspace
Alice: was he in the crawlspace
Bob: he was in the garden
Alice: where can I get the green peppers
Bob: I put the green peppers in the garden and went to the crawlspace
Alice: did Ethan put the cherries in the cellar
Bob: he put them in the cellar or the kitchen
Alice: did you put the onions there
Bob: no
Alice: where are they
Bob: there is a blue drawer in the crawlspace
Alice: how many
Bob: there are five",is the woman sure about where the lettuces are?,No,FALSE,None,-,-
"Alice: did Logan place the pears in the garden
Bob: he said he was in the cellar
Alice: did you place the pears there
Bob: no
Alice: where did you go
Bob: I went to the kitchen and the crawlspace
Alice: did Ethan place the onions there
Bob: he placed them in the cellar if not the crawlspace
Alice: was he in the crawlspace
Bob: he was in the garden
Alice: where can I get the green peppers
Bob: I put the green peppers in the garden and went to the crawlspace
Alice: did Ethan put the cherries in the cellar
Bob: he put them in the cellar or the kitchen
Alice: did you put the lettuces there
Bob: no
Alice: where are they
Bob: there is a blue drawer in the crawlspace
Alice: how many
Bob: there are five",is the woman sure about where the lettuces are?,Yes,TRUE,Context,Variable Swap,Flip
"Alice: did Ethan place the pears in the garden
Bob: he said he was in the cellar
Alice: did you place the pears there
Bob: no
Alice: where did you go
Bob: I went to the kitchen and the crawlspace
Alice: did Logan place the lettuces there
Bob: he placed them in the cellar if not the crawlspace
Alice: was he in the crawlspace
Bob: he was in the garden
Alice: where can I get the green peppers
Bob: I put the green peppers in the garden and went to the crawlspace
Alice: did Ethan put the cherries in the cellar
Bob: he put them in the cellar or the kitchen
Alice: did you put the onions there
Bob: no
Alice: where are they
Bob: there is a blue drawer in the crawlspace
Alice: how many
Bob: there are five",is the woman sure about where the lettuces are?,No,TRUE,Context,Variable Swap,Invarianat
"Alice: did Logan place the pears in the garden
Bob: he said he was in the cellar
Alice: did you place the pears there
Bob: no
Alice: where did you go
Bob: I went to the kitchen and the crawlspace
Alice: did Ethan place the lettuces there
Bob: he placed them in the garden if not the crawlspace
Alice: was he in the crawlspace
Bob: he was in the cellar
Alice: where can I get the green peppers
Bob: I put the green peppers in the garden and went to the crawlspace
Alice: did Ethan put the cherries in the cellar
Bob: he put them in the cellar or the kitchen
Alice: did you put the onions there
Bob: no
Alice: where are they
Bob: there is a blue drawer in the crawlspace
Alice: how many
Bob: there are five",is the woman sure about where the lettuces are?,No,TRUE,Context,Variable Swap ,Invarianat
"Alice: did Logan place the pears in the garden
Bob: he said he was in the cellar
Alice: did you place the pears there
Bob: no
Alice: where did you go
Bob: I went to the kitchen and the crawlspace
Alice: did Ethan place the lettuces there
Bob: he placed them in the cellar or the crawlspace
Alice: was he in the crawlspace
Bob: he was in the garden
Alice: where can I get the green peppers
Bob: I put the green peppers in the garden and went to the crawlspace
Alice: did Ethan put the cherries in the cellar
Bob: he put them in the cellar or the kitchen
Alice: did you put the onions there
Bob: no
Alice: where are they
Bob: there is a blue drawer in the crawlspace
Alice: how many
Bob: there are five",is the woman sure about where the lettuces are?,No,TRUE,Context,"Logical Connective
Change",Invarianat
"Alice: did Logan place the pears in the garden
Bob: he said he was in the cellar
Alice: did you place the pears there
Bob: no
Alice: where did you go
Bob: I went to the kitchen and the crawlspace
Alice: did Ethan place the lettuces there
Bob: he placed them in the cellar if not the crawlspace
Alice: was he in the crawlspace
Bob: he was in the garden
Alice: where can I get the green peppers
Bob: I put the green peppers in the garden and went to the crawlspace
Alice: did Ethan put the cherries in the cellar
Bob: he put them in the cellar or the kitchen
Alice: did you put the onions there
Bob: no
Alice: where are they
Bob: there is a blue drawer in the crawlspace
Alice: how many
Bob: there are five","is the woman sure about where the green 
peppers are?",Yes,TRUE,Question,Variable Substitution,Flip
