Seed Index,Local Context,Question,Answer,Perturbation?,Perturbation Target,Perturbation Category,Perturbation Effect,Utterance Index,Old Word,New Word
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are all in the living room.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least four there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: and Jayden?
14: Bob: He was arranging the attic.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place all the apples at living_room?,notsure,TRUE,Context,Variable Swap: location,Possible,swapped between indexes 14 and 4,living room,attic
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are all in the attic.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least six there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: and Jayden?
14: Bob: He was arranging the living room.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place all the apples at living_room?,notsure,TRUE,Context,Quantity Change add for: object,Possible,8,four,six
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are some in the attic.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least four there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: and Jayden?
14: Bob: He was arranging the living room.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place all the apples at living_room?,notsure,TRUE,Context,Quantifier Change,Possible,4,all,some
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are all in the attic.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least four there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: or Jayden?
14: Bob: He was arranging the living room.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place all the apples at living_room?,notsure,TRUE,Context,Logical Connective Change,Possible,13,and,or
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are all in the attic.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least four there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: and Jayden?
14: Bob: He was arranging the living room.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place some of the apples at living_room?,yes,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are all in the attic.
5: Alice: where can I find the apples?
6: Bob: Hunter said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least four there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: and Jayden?
14: Bob: He was arranging the living room.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place some of the apples at living_room?,yes,TRUE,Context,Variable Substitution: agent,Possible,6,Jayden,Hunter
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are all in the living room.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least four there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: and Jayden?
14: Bob: He was arranging the attic.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place some of the apples at living_room?,yes,TRUE,Context,Variable Swap: location,Possible,swapped between indexes 14 and 4,living room,attic
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are all in the attic.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least six there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: and Jayden?
14: Bob: He was arranging the living room.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place some of the apples at living_room?,yes,TRUE,Context,Quantity Change add for: object,Possible,8,four,six
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are some in the attic.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least four there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: and Jayden?
14: Bob: He was arranging the living room.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place some of the apples at living_room?,yes,TRUE,Context,Quantifier Change,Possible,4,all,some
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are all in the attic.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least four there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: or Jayden?
14: Bob: He was arranging the living room.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place some of the apples at living_room?,yes,TRUE,Context,Logical Connective Change,Possible,13,and,or
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are all in the attic.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least four there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: and Jayden?
14: Bob: He was arranging the living room.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place six apples at living_room?,notsure,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are all in the attic.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least six there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: and Jayden?
14: Bob: He was arranging the living room.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place six apples at living_room?,notsure,TRUE,Context,Quantity Change add for: object,Possible,8,four,six
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are all in the attic.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least four there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: and Jayden?
14: Bob: He was arranging the living room.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place seven apples at living_room?,notsure,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
1,"1: Alice: did you see the grapes?
2: Bob: Yes, Hunter put them in the attic.
3: Alice: Are all the grapes there?
4: Bob: Yes, they are all in the attic.
5: Alice: where can I find the apples?
6: Bob: Jayden said he left some in the living room.
7: Alice: how many apples are in the living room?
8: Bob: There are at least six there.
9: Alice: did Jayden put the apples there?
10: Bob: Yes, he placed them in the living room.
11: Alice: where was Hunter?
12: Bob: He was in the attic last time I checked.
13: Alice: and Jayden?
14: Bob: He was arranging the living room.
15: Alice: where can I find Hunter now?
16: Bob: You might still find him in the attic.
17: Alice: where did you see Jayden last?
18: Bob: He was in the living room, sorting the apples.
19: Alice: did Hunter leave all the grapes in the attic?
20: Bob: Yes, all the grapes are still there.",Did Jayden place seven apples at living_room?,notsure,TRUE,Context,Quantity Change add for: object,Possible,8,four,six
2,"1: Alice: did you see the turnip?
2: Bob: I think Jayden took it to the workshop.
3: Alice: did Jayden place the turnip in the workshop?
4: Bob: Yes, he placed it there earlier.
5: Alice: where can I find the cherries?
6: Bob: Logan mentioned he left the cherries in the master_bedroom.
7: Alice: did Logan put the cherries there?
8: Bob: Yes, he put them there and then went to the workshop.
9: Alice: how many turnips are in the workshop?
10: Bob: Just the one that Jayden placed there.
11: Alice: Are all cherries in the master_bedroom?
12: Bob: Yes, all the cherries are there.
13: Alice: where was Logan after he left the cherries?
14: Bob: He went to the workshop.
15: Alice: were you in the workshop too?
16: Bob: Yes, I was there checking on the potatoes.",Did Jayden place some of the turnip at workshop?,yes,FALSE,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable
